"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20"
"Gene13",11.2023143517822,6.34386455112946,11.3238793745288,4.8728194939549,3.92911893172672,11.798476159919,9.1947999234392,10.7503080413485,11.3579692221072,13.4009519020599,15.2680380620623,12.3194235466729,17.008940244529,12.7609199956747,11.0221786349748,13.7202384330229,12.4021554257112,7.67027936202598,11.7247442754303,6.89685469541791
"Gene14",10.3320481478354,11.4070958678663,12.2548871697738,12.6956490493831,6.87847600410012,9.6737987272112,11.5233977974721,10.1306630947964,15.2451446951778,12.7983367191069,8.98373471925677,11.3477568732773,12.9132547534067,13.6946217740679,17.781889719279,11.4375660419665,16.6179423828819,10.1062568893454,11.7807682220633,10.7884016065686
"Gene15",8.33247659573778,9.36625924410355,9.16607474453399,9.28679792051705,10.2933748053716,6.58342910574133,11.3839930117049,12.374336946492,9.09981539338002,10.6723039302844,7.10239123476414,13.477388302035,11.6110162473451,13.7035235691793,8.1580886190722,12.4810005127832,10.6575945688954,12.4751350324156,13.3810410194668,10.3432223132489
"Gene16",15.3607394104092,10.561153439662,13.367962648779,14.3902227415908,12.0905223981571,10.9595660156751,13.5383487566921,8.8961554531275,9.470401847418,8.74656999873746,14.3206273355831,13.8171571768274,11.8157831836727,15.8490847252929,9.45133717407398,10.8716271890323,13.9973371411178,13.0708850956822,10.9344692587096,13.4711608850091
"Gene17",11.4935514346877,10.6826281857064,6.48217341940597,10.3731347994379,8.3683344501697,6.98035559791241,7.96181099975749,7.23944368903306,4.65392868180032,5.04900599276327,11.9153750317815,12.0223583515046,10.1874488830306,12.4432583956152,8.85881231871986,14.17047668278,9.53108277320266,15.5419661045955,10.8396474256078,16.2337984371641
"Gene18",4.10014853011109,6.21429861139284,9.85336969607902,14.3612225314993,7.42435209416793,7.44516387151007,9.04416529010125,14.4387566116234,13.9360464243727,7.06183628345189,13.0687832693769,14.1942990610293,12.807786742879,13.5736175016237,18.3014470937118,14.8812120983565,10.5980603171914,12.2850596764378,10.180018684019,7.89045688364515
"Gene19",12.1040677046911,10.8567687407277,7.88757898834613,11.0506808785223,10.6893578090075,16.1163581340982,8.02594211840649,7.7864313844234,12.1925210299205,6.67652387575765,8.01902064981588,15.951062823494,9.09425059987656,12.0588403508836,12.8556555862899,11.3827579337647,16.2304735098632,11.8338903913078,12.4788574001117,16.4467580714943
"Gene20",8.5816257768162,15.2477420894254,12.0422759140516,8.95292356102068,7.17207054517742,5.81205332924688,9.51215205917312,10.865032818902,12.9770012174406,11.8327314959226,9.886387512558,13.849879191047,12.5719725552858,13.7562132138529,14.3735556417729,12.7684837556574,9.59478397348676,11.5359807407611,8.93618724831493,17.4166863450753
"Gene21",6.79652888203946,9.50772998759559,10.3900202842064,12.1767958234595,16.1305129063131,7.35101500779253,15.9680473591994,4.41757044995789,7.00149983792493,8.71660297450449,11.3393444211523,14.9833291182931,6.40208021705987,14.9551109014066,14.7170133433194,16.9157133315247,13.7215356400045,11.8660020685509,14.2817033078734,11.0638066179536
"Gene22",9.34607525602511,9.51121986790464,13.3291242453104,8.62228471113559,4.52351380030049,8.25758161029932,9.81684417670912,8.06889422907923,14.5711236729358,11.4792473447076,18.2798629776158,16.4258968121606,11.1265743575674,11.9889229891619,11.1885819343209,5.62890805953664,9.17578204117641,8.90716332890436,14.1635209393321,7.29714606951092
"Gene23",6.92198665507828,14.1957160190124,16.175502606944,15.0542776937618,11.5263766222003,8.21273293970459,9.91657004824522,17.2641403433499,7.91947246952817,12.3106147274913,17.1914248486401,13.0184816681649,15.3159293303255,10.2558678699009,10.5982809950919,12.2633539189336,14.9084614548378,5.37869787948866,12.0135378369137,13.6353144301909
"Gene24",7.81332631212658,12.6951887220488,10.421966595175,10.4397520504105,4.0110183798095,6.62342385402148,11.5345776799034,10.2744172487524,14.5247902323081,12.6577494558524,12.1074406471777,11.8673760298226,10.7749535677994,8.75057311304229,13.3143816315351,17.3117789217264,13.6164848253416,7.35727674981319,13.5631876240197,12.3082475369643
"Gene25",8.12488219645223,5.05451554485614,8.39615004340485,3.91042872121122,8.51703124843625,9.43682353361995,6.34973985017935,12.4493233378047,9.8827547979106,15.5131045389398,15.1947897657527,13.5828526619857,14.0089359296098,8.22464201729733,15.8346767912392,10.8024203008552,6.75898841419149,14.6102527705735,11.7494500871528,9.62755286513662
"Gene26",4.93992006777276,10.6856709197866,7.52944982044389,8.58348975968191,14.4530118524729,6.88587387054671,12.8608030812405,11.6294295470038,11.733719722385,8.79292220212675,10.2966549060003,13.4098811930915,18.1958677136423,8.62731880497197,4.49029110472666,9.55174050064622,7.07276338678287,17.6563692939167,13.9372604582701,17.6717871942774
"Gene27",12.5133611334836,14.9606417040332,9.21089805330807,5.10288421963889,13.3653057229643,14.0273816397209,9.82490786442944,5.74087845760827,10.4438345587582,9.04072814666317,10.8676762451946,12.3810287880652,15.0798932684053,11.924251729013,15.688467215896,12.6249057047054,14.3296789285195,10.0990921796082,16.3606535689035,9.83326599561947
"Gene28",10.4601193535095,14.2458290497574,9.79119449091887,3.46493408171619,5.80041805570024,10.3705387758592,7.88516148376464,12.578081396131,7.47257724100152,7.93384837891201,11.7324171698262,10.1866961747858,13.9149955392636,8.21248527920026,10.5766397567032,9.46913166500274,9.11522356755674,10.6395976954979,7.10707939836165,12.6681368897157
"Gene29",6.58558918896416,11.2598548114427,15.9754057441617,10.1776259532628,5.57170589111636,12.5744433704609,11.122947465596,6.9349238012806,9.51758924640027,13.9632408104963,7.74812240357655,13.7904557582408,14.3398651057159,3.40032260067026,10.3331059678062,7.06591807724891,14.9029115309978,11.3019333309523,11.2291027041797,13.289055824985
"Gene30",13.7614447632098,12.1636624213387,6.6126713717867,11.9435819100929,10.1743175192223,5.78371622982183,9.45049804852551,12.1386711761741,8.41052562321472,8.72851447043893,11.978049774377,9.51306679054263,7.90398144259887,16.9307968412559,13.4311183267409,10.4984082979065,5.54787386417166,14.143464637324,13.3433902951835,7.44976001248361
"Gene31",11.2793926644304,6.40919436343395,6.72034769042535,7.71571933400406,7.14107008376121,9.95662870779767,9.54515569051624,6.38315724980357,6.93765110687431,9.82976819344166,12.6986732312648,10.2145245628735,9.24109325532198,15.2478823079888,14.0720628484377,5.04200040115589,19.7027108848983,9.09369866625615,9.0706611136683,16.3869602014402
"Gene32",9.11478555102319,10.9003947006441,8.77609992904666,6.01347302162818,11.217310344486,11.6367270425954,9.65537608385005,9.90532238764962,9.5741016265643,8.18284237902901,8.64335917018731,11.192301736014,18.1154816078303,12.0217585448643,15.8092882059934,9.22626407755029,11.4914307055617,9.59100741136995,10.3941252759227,17.5627307873979
"Gene33",12.6853769831351,7.13665319443653,11.7626783904949,8.1939077583149,7.04818454831441,10.294336267053,14.6416156426589,11.5907950757343,7.33848132486454,9.23045344383894,7.5894596771165,9.81291160789419,10.4195135722025,12.9767408384078,13.7041077763362,13.1112082591436,14.1882044405911,10.9938099909517,11.2811145611766,13.6607066578561
"Gene34",12.6344004625991,8.62594579570917,12.4633355792122,5.34842418294855,5.16963095209032,10.0527898875377,8.34127040520474,9.0217455061008,9.94363166064348,10.903792867165,21.1055540274861,11.2378037934299,15.426240406164,12.2460287125208,15.7622163656605,14.2276768082602,8.53192515417639,14.0838468479673,15.339632123631,15.5248232184488
"Gene35",12.4647432449125,12.8068110513388,7.27619590227446,12.1090053854502,8.70949369630952,6.89715963979073,12.8627790317364,9.56582395265102,10.551190538428,7.18413013833272,10.5703805015771,19.0990625134941,13.4564784745883,12.9016677623851,12.8188231374599,11.9909730624734,16.2694481371261,15.9518688182224,12.177450669795,10.2287248177336
"Gene36",12.0659207623003,6.58932066492657,10.3811158190488,11.7235090153249,6.32736810160985,8.1138486111115,10.4932603224363,11.7188591604784,12.1530067172182,12.8284313526608,13.3539390133578,14.8575852610458,8.10728587872522,11.3878513456578,13.7862742448718,11.7400702876731,13.5332097053316,11.9629470491068,6.86670182344172,11.1033394330127
"Gene37",11.6617529606128,10.8007547526192,9.87132106630727,5.21412547130136,13.2599259019663,8.78529577819062,9.16682376751304,12.1606714784137,7.45003230494059,6.48351805232817,10.4477726142836,9.71357039692158,14.1973693175603,14.1051317217758,13.2782297967363,11.7269987410251,10.7448696857433,13.4648784381531,13.9654012653813,13.6712423276405
"Gene38",9.81426486826983,11.2849961184146,13.5856194112773,8.12779341528788,8.99558325885657,7.5928863512206,8.06674114232841,14.5536643749368,12.0222698254788,12.5556021355998,16.6482750676511,19.813596069951,10.4369524878338,14.0081552288455,9.31449267101598,13.6005504670394,2.62440244731386,8.28702822558784,12.0746344232886,12.9509971483364
"Gene39",9.08211200878025,10.1647359095189,13.2675767095062,13.1416481652688,9.88647788829985,12.2914214684685,8.8986819707882,18.4741562930396,10.013962942673,7.951348105497,10.8720781008748,10.1650459687506,10.6619141297462,18.0522284606003,10.2637645901079,7.3954203111239,9.71306547328785,9.70365304610022,11.3274316708747,9.56003434401545
"Gene40",8.85858699696285,15.4665664655062,9.06315791669644,9.49582229401578,14.1417739896774,15.2788388076101,9.1722600283107,9.66178471048276,8.91954467278982,7.27040451636929,13.3932554601148,12.6614621836926,10.3337824649522,14.2096763314037,12.4990140498172,11.0071622876762,11.2265343715207,7.66000908421883,12.2575414142727,12.2042256405282
"Gene41",7.91587906323846,6.93295801427425,10.1379812999858,10.0285476773947,15.5734637272508,13.9455402452378,13.2718645105291,13.9883835404127,13.3535256889925,13.4655970278957,14.2478344578514,15.7766630089337,15.0405306302151,19.0408740744701,8.48300241024066,14.5518153250359,9.20651246028342,8.54162101949626,12.2339155078718,15.7142487214654
"Gene42",9.3762481659412,11.8183907843068,11.9581678402046,11.251720671934,9.84114934656244,11.26852068632,7.65588123659169,12.0779773436685,10.7416708331721,9.9617762804834,10.3902049986031,15.4936948234347,14.281533014377,14.5305002744934,13.5497055347617,10.3222788947457,13.4109104493791,7.60100599841707,14.1381411426079,9.82899263228547
"Gene43",6.20381094529521,9.733208297648,5.0395220902091,11.8805025900423,11.0000086023399,9.64507692923546,14.9299712012931,10.2098315796073,7.63434835986052,10.6435826939602,10.0983505541448,15.1265915558851,13.5468182268947,17.1531251843787,13.6742875983688,8.68989248156251,4.88720564090782,15.0079450376803,6.42074279835084,10.4939337885899
"Gene44",16.5068678960155,9.21750326849823,9.06918710355986,13.6187294161258,13.9272930461092,11.7280171849244,9.48764432184698,9.8414864672642,6.19636231516823,14.2423618276958,15.196191743666,9.44955950367247,14.1113170512267,13.4123087500541,12.8127881166807,12.4983312772353,12.4010021868678,10.5951349719229,11.0485271763441,8.70019794738423
"Gene45",13.623885994915,11.3922737015571,11.7246186520074,12.3176961058409,9.47661326546005,7.63415737782791,8.03907426967922,7.01019522956717,11.0241043224748,12.3166380503668,15.9681253309736,7.95970165609413,6.3882590465391,12.3133125176282,13.8545181322212,13.3410015195651,9.7349207896957,13.1026896144033,5.20590238668013,14.2657645380022
"Gene46",6.63067425038995,6.93879822794821,8.43030353685965,5.86729880780545,6.86912240467838,10.7947513374861,7.87627140838323,12.9731018266071,7.72596339604867,9.75445571521702,12.6549018706595,16.2330226146358,11.8721325848725,13.2108592304224,13.7804696248992,12.8755199094772,11.992562560603,13.2932443785239,11.6793596810161,9.56490937560541
"Gene47",8.79134549410277,6.05964725044478,9.82024539595543,8.91271922405445,12.9826010984846,10.4993985940633,10.5643164590703,13.1111240670368,15.4242103359668,7.14755616053811,8.22724582964407,11.8322562935293,10.2589987171175,16.4857315862539,8.51854568408074,13.8697599087329,9.59679794381707,8.12417191437358,12.1301724821284,13.7416304132831
"Gene48",8.60003393913034,8.51655737354973,9.93697739369888,10.9068954873903,5.4260963811105,2.96493035694233,15.2441043916678,8.49413923580929,11.6343781524068,10.792386705993,14.4757941424157,12.7640101368036,9.70441239764604,13.6538710982061,12.0147151277106,8.89557729538006,12.9185662233609,12.7880931734942,11.8347229874222,9.10152452332689
"Gene49",12.339895355009,15.2552714492663,7.82904035705106,9.6727603716456,9.26424061255056,15.6899110588205,9.32721748253564,6.39624633401474,1.78997661989209,8.87565562279786,9.75845880456727,13.3727245489512,9.52292368828291,14.5068973182424,14.1501165024434,14.6132603168658,15.9914088260953,15.5263114536587,13.0841124386236,8.93470930019461
"Gene50",9.74989280058451,10.1672943238376,7.01656049146483,3.46250415638822,8.79353476652961,6.00531569548409,9.71285335545027,10.0908650571897,6.93235096495392,12.4905028205488,11.5078180933745,6.75153714902511,10.8236032616797,5.78189805124441,11.0594962479145,14.0677887134358,14.5866966848705,11.3799036746603,10.1232053881962,11.7444289480434
"Gene51",10.7599555419843,10.9943031946837,9.40039829500562,7.72565582501685,8.43176699089691,2.12236708132309,10.6152172146374,13.3511901378594,6.26264595499697,6.62889096025368,16.090096182976,11.6304500302466,9.55660574827062,11.1218151955175,14.0732225445726,12.8332193189017,8.09894636806992,11.7543380870061,12.3917582917833,8.29571477516562
"Gene52",9.91435973395389,9.43046008696738,8.95891653157874,13.0436534539693,1.7391737375528,9.99897258355854,10.1902350942182,15.2220355286289,6.95007425432587,7.93661096958579,7.06840169653628,14.682810797695,8.85309354848222,13.1305066669914,13.0935152282704,13.5065765042149,12.3135713033859,11.8809778797811,11.6361871203496,16.3889882568889
"Gene53",9.87138862812605,11.4114781958615,12.5022851969844,10.4741414861956,8.23929927337802,10.3222368840629,7.77500670818103,8.33040537636442,5.05588157456911,18.5668965875218,14.2360078311142,13.6051837560018,7.50599059582404,11.0860171928448,7.25971811255924,7.5925164967993,12.865589077196,10.8584995211172,16.5836087677391,12.862699929844
"Gene54",14.1058068520434,7.14496137094856,14.5896466374848,5.58231868715584,13.7989387921779,9.97598370630904,12.964873597394,9.63945450911944,11.5633803564621,14.0136424434547,12.8791342917286,15.7588359530593,17.6263349999628,12.9059450734385,13.0665940376774,17.8828222973075,12.3460708985334,11.3349153183498,11.3993923630736,11.0158479868241
"Gene55",9.3226870430222,13.4737313997059,9.96423286190006,10.6477786186886,8.59338803490015,10.4216938415444,6.30842730230503,15.1396977388471,11.1308425898819,6.80172206211191,12.8105654559991,10.6833534957891,13.4158962950486,15.1135122137752,14.198162418445,10.1067414357027,16.0099647283109,13.0499510938936,9.10587591174258,7.78771273716736
"Gene56",14.5494118132886,11.7541157807241,11.1960159774746,9.52387758037646,8.14287044437618,6.44521798605598,7.05975891440436,8.79111625990113,11.2759120324602,8.47404557088729,12.7867167082211,11.7717122782207,12.3057512404784,14.3088899124147,15.8688676308986,15.4879668791513,9.84157998553163,12.6925680085216,7.33192880595499,4.85971878158459
"Gene57",5.35374158730934,7.58064153192489,9.78875405828281,12.0155616202033,8.00158155178459,11.7774913124705,8.75370600136055,6.96916589021529,13.3702661275492,9.66606982338586,11.0930118691052,12.1165510834007,16.1655483058391,12.1348022850599,9.66167605783249,15.6713921123548,10.8435006238924,9.92710058052934,12.5095200050952,16.4667705088085
"Gene58",11.7538412489082,10.163659737436,11.8040795316434,16.3196758052529,7.37578211889737,14.1420627440292,9.16467717850069,11.0463930495241,9.89394407303947,7.75782833410413,12.4574374980012,11.226913192303,8.93811285985988,14.3646045989528,11.8669371621402,7.88656482370717,10.7856680526771,10.6703674972699,12.1389367131251,17.4127924680301
"Gene59",10.3715627315338,12.1489948584974,10.6554863868364,5.45229960681143,10.438065111523,7.48381424934822,13.1622980426293,17.1331834508726,14.3155192690359,12.6386559069213,10.9871155535147,10.6064403364412,12.0955615450459,12.1976990305357,8.10122870360895,10.6061376633353,12.5720096917119,20.6325595146319,13.7079557199922,14.5172001548359
"Gene60",10.6478247062319,11.6731929461638,10.7097865055806,8.4848094340276,11.7783421242629,10.9176227088783,8.13082314434854,7.74351007040576,6.61611518456678,10.7494169228837,12.7438650051141,9.11965519980969,14.9838680017406,16.282241784038,13.4172093793687,11.9111310372748,9.82974213637389,6.40987586797142,12.1883273247938,9.10739569267081
"Gene61",11.1389184482796,14.4458020476306,13.338745382848,9.58371117897279,14.3461172503198,9.18729904705845,9.46542453322712,8.58074304637172,7.94377740972266,14.7664096717181,10.1488143938926,11.2434605635592,10.660720407134,8.66476734746877,12.8537811089686,9.2709050694474,10.7499357423262,14.8596105560897,6.50471969476713,16.2407998594959
"Gene62",8.49302964067209,8.16103673531545,7.03773655181364,3.59138499884869,5.30172613447726,9.81764228634738,9.00284288416489,9.68833746629504,7.66622043030981,9.67589218574883,12.943010190493,8.02293657942172,8.1314115177632,18.4170695400191,10.4437405555932,13.0671399133072,18.0439633142172,15.3321674255571,11.5078633909184,14.4416305445645
"Gene63",9.00037784899174,13.3484098464712,14.3435920393765,9.90634001211952,11.186059992051,12.9271253645808,14.8116514923438,10.1772339880974,8.86631614850524,12.6732921311001,16.423092433965,7.57791040729573,10.2589701753294,7.35526673078458,9.03738821251898,11.6178522537932,16.8164378017976,7.09983594918927,16.5160955662779,8.03480876406104
"Gene64",6.94427385067873,13.1096440298237,11.0473372365395,8.22049288626271,9.54029812011035,10.833304628321,14.3464643823614,8.83345042359163,7.28824713208401,11.0300704865152,9.17088023930147,10.3853570615565,9.78233661589159,10.0640680831087,10.9827937637071,10.3377083030162,13.7418255130174,10.8143325182964,11.8647595247184,17.367086837269
"Gene65",6.78462632057327,9.51255060429144,10.5424660321366,16.7068083057389,10.855858055717,15.7955231976412,6.82480104989086,11.4350803145987,11.9294432553652,5.75689696433132,10.5768555398762,8.05029612238841,13.3732724091782,13.3801250223641,13.1502723634968,9.70735342369639,10.9620799718083,8.18955254229349,12.0282015318047,6.85338695542739
"Gene66",10.9105859242128,7.07221992153434,8.31927444660826,1.24607135834993,6.90484819472114,9.00312818057548,11.3095430150365,8.03173056859174,9.6156736715772,5.80028682093182,10.3101648658135,18.8704572615916,14.6640355162357,18.0762964610407,4.48862806183917,14.6503837801293,11.5351442178167,8.96635504314156,15.1357882597653,6.2582610096985
"Gene67",11.3446293358883,6.73256442734645,9.50836722525241,14.4646635046225,10.1365342528343,14.4458298794941,6.10839557835275,9.59604558375248,13.3328408180374,10.2401038311664,15.5067933463115,13.0413924928779,12.059871397036,11.1943612466665,14.9002826123278,13.0201170749186,9.20610005809465,12.8791629235814,10.5520026703472,13.596036241198
"Gene68",10.1590126801915,11.3733608738349,11.1210544132913,13.0240740030734,6.53915863858681,8.63303330763422,7.51277970917963,12.0278730866726,5.42187812115786,4.68092756328982,11.0005669355844,14.7113449619731,10.8860054725297,13.6632382596324,12.9050362682415,8.26848118991094,9.58438634689414,13.8522896021951,15.7544268068055,8.63725635859626
"Gene69",12.7668024036392,9.78661979883732,3.80885722780473,12.2052748888609,11.9791098291636,9.30603279501254,8.25516627288578,10.3957301106317,5.405827394905,7.2016721998704,14.9558909147927,10.4543307805013,5.21726249015594,10.2025501974816,11.4910585053793,16.9904380137244,15.4824737214258,10.9234765555832,12.8732039761365,5.63727315830413
"Gene70",16.1502540568814,15.3373080005543,8.19543415348572,10.4404359781744,7.16143054980704,9.01864711835593,7.45809457320419,12.0694262687141,7.96249940922543,12.0367748275373,11.835605002011,7.49417776817832,11.2786923746212,15.6049263760373,12.2409453845855,15.3829719486154,14.410223742716,12.0117707459485,10.1593134266748,8.04442158462879
"Gene71",8.5269065018304,11.6054138814886,11.7579748369174,7.86759911438739,10.1906418357037,10.8637060899373,10.6857798759403,5.82806771803247,7.37988058408398,12.0613431525108,10.0737674820288,10.5658826863105,14.0331506604967,7.76896905028988,19.7666579281239,11.9638291371655,6.13834740645696,11.7080836944524,10.3714707210473,20.7914119425648
"Gene72",3.07249337307756,8.88416537450951,9.11655464094468,13.3168942023449,3.61830196921252,11.3996026804215,9.06044300066648,7.50930014776889,5.43704732227603,8.62668826731223,14.5001711217362,15.5387584890984,9.11983577876543,13.6430923877938,10.4964480397507,17.9035212417775,13.1916516546222,13.2130915053742,12.6218771469712,13.5222615096231
"Gene73",13.0172155733868,6.92337325450866,7.59841736354721,7.34275880489322,10.9809005832792,10.4354832604049,10.9186063843679,9.53559420767666,11.1774432610621,10.1523194897762,10.0616786040596,15.2288155807353,12.777438047614,16.2987306195217,6.45233571800739,8.56817873174453,18.3694775784668,5.38265992869893,10.9425516573154,7.96778755071183
"Gene74",7.87239771225282,8.25279497618424,8.09291640659503,12.0842854535856,13.3231686931048,11.7979760023477,13.6889126716027,5.27661200164135,12.0096372445079,6.48187880302224,10.5694231826667,9.50800223360826,12.6629281561119,15.0581246691615,7.89438011235915,7.08231403605732,11.0301188123256,18.2309135435157,10.9175234486362,10.6296616626738
"Gene75",7.93597415059793,11.028665178692,10.7072470972421,11.2079175559439,12.2984886303247,7.6542029728032,13.513308774138,10.5716473652099,13.9552451339249,9.67834057519126,10.5773344959836,6.10702560611057,8.37681031450229,14.8737786331327,12.006559333448,4.47827978567984,12.4702784091239,11.0583215077812,10.7599482901092,13.263222721508
"Gene76",13.0767141090901,8.64719605883005,5.09550284545747,13.2287145893055,13.1610189469339,9.28336445143806,3.78613406471081,12.7645859957943,11.5360681250829,12.6994440245845,14.8679203836126,10.9386800985692,16.4502279213893,12.6897849753142,12.2071739124546,10.0621322267122,13.5338615425642,10.8180680278993,14.6039286297608,11.0507743557207
"Gene77",9.14568097884697,11.5426903606921,12.6136877217466,8.21036070553452,5.93217160461553,11.9564060417289,9.23676486909462,9.60622143434499,11.2941729070443,13.8054372329961,18.3361902467067,11.1117355305974,13.5997960436296,9.16787213819497,9.13585787671653,10.2706046446414,11.7495077095038,17.8273595296141,10.8837902886344,13.0784052258393
"Gene78",6.33784686323639,8.99698584349065,3.49319597669216,8.25703711606892,9.49209584027984,13.1142357133546,11.4291896203062,5.07881026933731,13.9124657055206,6.22031841727446,7.95876936646781,14.4981426306247,14.5132186979374,16.1136122781538,13.7241180790622,14.7195642272633,9.61121034143432,10.0551191030542,11.3139101272478,11.2223660930213
"Gene79",10.5439104392475,9.68332027361657,8.48998143305332,10.9062296914366,9.79089703594476,11.0150233082951,13.4945077371406,9.25624809585648,8.8325923281929,8.9376519594852,9.4111948105689,10.131153994584,10.5392211800884,9.67401244772204,10.3360581109063,15.7840878918795,9.68374194168528,13.2709739327282,7.31565498920855,14.5907748506518
"Gene80",9.58332591268287,7.80847098157652,7.63845256307954,10.917055466543,12.1605869460855,12.1281694765475,8.2884536674467,6.09972517730328,10.3829238221464,9.5523581603369,8.88988749502231,7.30515725353659,16.4898734441821,14.6065139604259,11.8335949213698,12.4786634051538,13.0244081140856,11.1858123584451,10.5967623956989,14.4585872309592
"Gene81",10.0172925576997,15.7151307547261,6.25419937135474,14.1219950620068,9.49665437038433,12.5201834753937,10.3834837859199,9.20399272911774,10.868045337673,10.4742448942945,8.16541329084016,14.0380774712744,10.2619194845879,9.7792559360086,13.9318899236419,11.2658522882081,8.73939949641078,11.6520418046443,12.5000608579588,14.8140161863462
"Gene82",11.155841203379,10.9978651944112,6.76627797966114,11.4561982851582,9.39016325195454,11.827926985206,14.8961758896672,5.79762391145262,17.1182278956227,6.20800855873647,12.5499544005494,9.75160172751197,12.5871301810843,11.6433458071203,12.6907380456623,10.4391255227135,15.7230812369138,9.56203297245421,14.9445871646954,11.4426708735733
"Gene83",8.88801990462277,10.6919009214984,10.7502320608168,10.4345201180429,15.0343847503373,9.32884699756718,10.596981609028,3.87189074535553,11.2901990633345,10.4842121342845,12.4439759483661,12.950783898836,8.11459211100786,9.93972141507738,10.0727680727282,14.7208315354861,13.6708848712919,13.9290502090101,14.3664825969367,7.24441551547002
